No,レアリティ,COST,名称,HP (Lv1),HP (MAX),ATK (Lv1),ATK (MAX),効果,効果 (最大解放),備考,イラストレーター,フレーバーテキスト,攻撃力,宝具威力,ダメージプラス,特攻状態を付与,バスター,クイック,アーツ,クリティカル威力アップ,スター発生率,スター集中,毎ターンスター獲得,必中・無敵貫通,弱体付与率,防御無視を付与,防御力,ダメージカット,特防状態を付与,ガッツ状態を付与,回避・無敵,弱体耐性,弱体無効,HP毎ターン回復,HP回復量,HP最大値上昇,NPチャージ,NP獲得量,NP毎ターン獲得,ターゲット集中状態を付与,宝具チャージ段階上昇,退場時,報酬増加系,強化耐性,絆礼装,バレンタイン礼装
266,4,9,私は誰だ？,-,100,-,100,-,自身がフィールドにいる間、味方全体の宝具威力を20%アップ,モードレッドの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
267,4,9,霧夜の倫敦,-,100,-,100,-,自身がフィールドにいる間、味方全体のクリティカル威力を25%アップ,ジャックの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
268,4,9,ワンダーランド,-,100,-,100,-,自身がフィールドにいる間、味方全体のクリティカル威力を15%アップ＆HP回復量を10%アップ,ナーサリーの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-
269,4,9,顔の無い王,-,100,-,100,-,自身がフィールドにいる間、味方全体のArtsカード性能を15%アップ,ロビンフッドの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
270,4,9,薄緑,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を15%アップ,牛若丸の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
271,4,9,九賓の礼,-,100,-,100,-,自身の宝具威力を30%アップ＆攻撃時に確率で自身の即死付与率を10%アップ(3ターン),荊軻の絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
272,4,9,方天画戟,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を15%アップ,呂布の絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
273,4,9,残せるもの,-,100,-,100,-,自身がやられた時に自身を除く味方全体に無敵状態(1回)を付与＆被ダメージを1000減らす状態を付与(3ターン),ゲオルギウスの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,○,-,-,○,-
274,4,9,熱き門,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を15%アップ,レオニダスの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
275,4,9,ハイドン・セット,-,100,-,100,-,自身がフィールドにいる間、味方全体の宝具威力を20%アップ,アマデウスの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
276,4,9,アニバーサリー・ヒロインズ,-,100,-,100,-,自身の攻撃力を10%アップ＆毎ターンスター3個獲得,記念コラボクエ報酬品,coming soon...,coming soon...,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
277,5,12,足どりは軽やかに,400,1600,250,1000,自身のスター集中度を400%アップ＆Artsカード性能を10%アップ,600%/15%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
278,5,12,王の相伴,0,0,500,2000,自身のBusterカード性能を10%アップ＆NPを50%チャージした状態で戦闘を開始する,15%/60%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
279,4,9,ゴールドフィッシュ・スクーピング,320,1200,200,750,自身に必中状態を付与＆Busterカード性能を8%アップ,10%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280,3,5,ファイヤーフラワー,300,1500,0,0,自身のスター発生率を5%アップ＆クリティカル威力を5%アップ,10%/10%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
281,4,9,雷電の手,-,100,-,100,-,自身がフィールドにいる間、味方全体の宝具威力を20%アップ,ニコラ・テスラの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
282,4,9,授かりの英雄,-,100,-,100,-,自身の宝具威力を30%アップ＆スター集中度を1000%アップ,アルジュナの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
283,4,9,貧者の一灯,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード、Artsカード、Busterカード性能を8%アップ,カルナの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
284,4,9,人間への道程,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を15%アップ,フランケンシュタインの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
285,4,9,黒の兜,-,100,-,100,-,自身がフィールドにいる間、味方全体のNP獲得量を15%アップ,アルトリア（槍オルタ）の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
286,4,9,ガリア戦記,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を15%アップ,カエサルの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
287,4,9,ローマ,-,100,-,100,-,自身がフィールドにいる間、味方全体の宝具威力を20%アップ,ロムルスの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
288,4,9,五条大橋の邂逅,-,100,-,100,-,自身がフィールドにいる間、味方全体の被ダメージ時に発生するNP獲得量を20%増やす,武蔵坊弁慶の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
289,4,9,穢れし死の仮面,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を15%アップ,オペラの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
290,4,9,すごく便利,-,100,-,100,-,自身がフィールドにいる間、味方全体のNP獲得量を15%アップ,シェイクスピアの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
291,5,12,パイレーツ・パーティー！,0,0,500,2000,自身に無敵貫通状態を付与＆毎ターンスター3個獲得状態を付与,4個,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
292,5,12,サマータイム・ミストレス,0,0,500,2000,自身のクリティカル威力を15%アップ＆NPを30%チャージした状態で戦闘を開始する,20%/50%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
293,4,9,トワイライト・メモリー,320,1200,200,750,自身に回避状態を付与(1回)＆Quickカード性能を8%アップ,10%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
294,3,5,シャイニー・ゴッデス,300,1500,0,0,自身の防御力を3%アップ＆Artsカード性能を3%アップ,5%/5%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
295,5,12,ナイツ・オブ・マリーンズ,0,0,500,2000,自身のQuickカードの性能を10%アップ＆NPを50%チャージした状態でバトルを開始する,15%/60%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
296,5,12,カルデア・ライフセーバーズ,750,3000,0,0,自身にガッツ状態(1回・HP1回復)を付与＆NP獲得量を15%アップ,20%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
297,4,9,ミートウォーズ,320,1200,200,750,自身に毎ターンHP200回復状態を付与＆Artsカード性能を8%アップ,300/10%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-
298,3,5,虚影の塵風かき氷,300,1500,0,0,自身にダメージを100カットする状態を付与＆弱体耐性を5%アップ,200カット/10%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
299,4,9,殲滅リスト,-,100,-,100,-,自身がフィールドにいる間、味方全体に〔セイバー〕特攻状態(威力が20%アップ)を付与,謎のヒロインXの絆Lv10,coming soon...,coming soon...,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
300,4,9,消えざる炎,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を10%アップ＆NP獲得量を10%アップ,ブリュンヒルデの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
301,4,9,月桂樹の指輪,-,100,-,100,-,自身がフィールドにいる間、味方全体のArtsカード性能を15%アップ,ネロ・ブライドの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
302,4,9,最後の戦い,-,100,-,100,-,自身がフィールドにいる間、味方全体に〔竜〕特攻状態を20%付与,ベオウルフの絆Lv10,coming soon...,coming soon...,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
303,4,9,智慧の魚,-,100,-,100,-,自身がフィールドにいる間、味方全体のArtsカード性能を10%アップ＆宝具威力を10%アップ,フィンの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
304,4,9,螺湮城教本,-,100,-,100,-,自身がフィールドにいる間、味方全体のBasterカード性能を20%アップ、弱体耐性を20%ダウン【デメリット】,ジル（剣）の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,○,-
305,4,9,寄生爆弾蟲,-,100,-,100,-,自身がフィールドにいる間、味方全体の宝具威力を20%アップ,メフィストフェレスの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
306,4,9,勇士の滾り,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を10%アップ＆宝具威力を10%アップ,フェルグスの絆Lv10,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
307,4,9,忌まわしきは我が人生,-,100,-,100,-,自身がフィールドにいる間、味方全体の即死付与成功率を10%アップ＆NP獲得量を10%アップ,サンソンの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
308,4,9,愛、此処にはなく,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を20%アップ＆防御力を10%ダウン【デメリット】,カリギュラの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
309,5,12,蒼玉の魔法少女,0,0,500,2000,自身のNP獲得量を25%アップ＆NPを40%チャージした状態でバトルを開始する,30%/50%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-
310,4,9,見敵必殺,320,1200,200,750,自身のArtsカード性能を8%アップ＆宝具威力を15%アップ,10%/20%,イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
311,3,5,ずんがずんが！,300,1500,0,0,自身にダメージを100カットする状態を付与＆HP回復量を5%アップ,200カット/10%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-
312,4,9,カレイドルビー,0,0,400,1500,自身のBusterカード性能を10%アップ＆宝具威力を8%アップ,15%/10%,イベント期間限定,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313,4,9,カレイドサファイア,0,0,400,1500,自身のArtsカード性能を10%アップ＆宝具威力を8%アップ,15%/10%,イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314,3,5,マジカルルビー,0,-,0,-,"効果なし (EXP18,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315,4,9,無我識 心空妙有,-,100,-,100,-,自身がフィールドにいる間、味方全体のArtsカード性能を15%アップ,両儀式（剣）の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
316,4,9,天草四郎陣中旗,-,100,-,100,-,自身がフィールドにいる間、味方全体に［死霊と悪魔］特攻状態20%を付与,天草の絆Lv10,coming soon...,coming soon...,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
317,4,9,シャトー・ディフ,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を15%アップ,巌窟王の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
318,4,9,無限のパンケーキ,-,100,-,100,-,自身がフィールドにいる間、味方全体のHP回復量を30%アップ,メディア（リリィ）の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-
319,4,9,赤いジャンパー,-,100,-,100,-,自身がフィールドにいる間、味方全体の即死付与成功率を30%アップ,両儀式（殺）の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
320,4,9,この世ならざる幻馬,-,100,-,100,-,自身の宝具火力を30%アップ＆自身の登場時に味方全体に回避状態(１回)を付与,アストルフォの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
321,4,9,友からの手紙,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を20%アップ＆スター発生率を20%ダウン【デメリット】,ジル（術）の絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
322,4,9,クランの猛犬,-,100,-,100,-,自身がフィールドにいる間、味方全体に〔猛獣〕特攻状態20%を付与,クー・フーリン（Proto）の絆Lv10,coming soon...,coming soon...,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
323,4,9,女神のきらめき,-,100,-,100,-,自身がフィールドにいる間、味方全体のArtsカード性能を15%アップ,エウリュアレの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
324,4,9,英雄の武装,-,100,-,100,-,自身がフィールドにいる間、味方全体の宝具威力を20%アップ,ヘクトールの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
325,5,12,誉れを此処に,0,0,500,2000,自身の宝具威力を15%アップ＆クリティカル威力を15%アップ＆毎ターンスターを3個獲得する状態を付与,20%/20%/4個,イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
326,4,9,原初のレギオン,320,1200,200,750,自身の防御力を8%アップ＆宝具威力を15%アップ,10%/20%,イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
327,3,5,月に吼える,0,0,200,1000,自身のBusterカード性能を10%アップ＆弱体耐性を20%ダウン【デメリット】,15%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
328,5,12,白薔薇の姫,400,1600,250,1000,自身にガッツ状態を付与(１回・HP1回復)＆NPを10%チャージした状態でバトルを開始する,20%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
329,5,12,ジョイント・リサイタル,0,0,500,2000,自身のBusterカード性能を15%アップ＆クリティカル威力を15%アップ,20%/20%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330,5,12,カルデア・ランチタイム,400,1600,250,1000,クエストクリア時に得られる絆を2%増やす,10%,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
331,3,5,フラガラック,0,0,200,1000,自身のスター集中度を200%アップ,300%,,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
332,3,5,天の逆月,300,1500,0,0,自身に毎ターンスター1個獲得状態を付与＆弱体耐性を5%アップ,2個/10%,,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
333,3,5,ヒュドラ・ダガー,0,0,200,1000,自身の即死付与成功率を5%アップ,10%,,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
334,4,9,不撓不屈,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を10%アップ＆HP回復量を20%アップ,ナイチンゲールの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-
335,4,9,たった一人の戦争,-,100,-,100,-,宝具威力を30%アップ＆ガッツ状態(1回・HP20%回復),クー・フーリン（狂）の絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
336,4,9,聖なる泉,-,100,-,100,-,自身がフィールドにいる間、味方全体のNP獲得量を15%アップ,メイヴの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
337,4,9,不滅なる刃,-,100,-,100,-,自身がフィールドにいる間、味方全体のクリティカル威力を25%アップ,ラーマの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
338,4,9,隠された女神,-,100,-,100,-,自身がフィールドにいる間、味方全体に〔アサシン〕特攻状態(威力が20%アップ)を付与,エレナの絆Lv10,coming soon...,coming soon...,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
339,4,9,文明の灯火,-,100,-,100,-,自身がフィールドにいる間、味方全体のNP獲得量を15%アップ,エジソンの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
340,4,9,技量、神域に達する,-,100,-,100,-,自身がフィールドにいる間、味方全体のArtsカード性能を15%アップ,李書文（槍）の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
341,4,9,騎士の誓い,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を10%アップ＆Artsカード性能を10%アップ,ディルムッドの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
342,4,9,エレメンタル,-,100,-,100,-,自身がフィールドにいる間、味方全体のArtsカード性能を10%アップ＆宝具威力を10%アップ,パラケルススの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
343,4,9,真・階差機関,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を20%アップ＆防御力を10%ダウン【デメリット】,バベッジの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
344,5,12,デンジャラス・ビースト,0,0,500,2000,自身のQuickカード性能を15%アップ＆毎ターンスター3個獲得状態を付与,20%/4個,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
